
GO Id1;GO Id1;Rada;AncSPLRada
GO:0071453;GO:0048576;-2.5;-3.5
GO:0018740;GO:0018657;-2.5;-2.5
GO:0070196;GO:0004844;-5.0;-6.0
GO:0042212;GO:1904297;-4.0;-4.0
GO:0045638;GO:1990489;-4.0;-5.0
GO:2000494;GO:0140123;-3.5;-3.5
GO:0042850;GO:0010158;-4.0;-4.5
GO:0075525;GO:0097037;-2.5;-4.0
GO:0001919;GO:0047062;-4.5;-4.5
GO:1903114;GO:0019244;-4.5;-5.0
GO:0036077;GO:1903017;-3.5;-3.5
GO:0051657;GO:0047345;-4.5;-4.5
GO:0039612;GO:0030527;-4.0;-4.0
GO:0008219;GO:0051524;-1.5;-1.5
GO:0070343;GO:1900846;-3.5;-4.5
GO:0043992;GO:0018288;-8.5;-8.5
GO:0001310;GO:0038143;-5.5;-6.0
GO:1903042;GO:1900767;-3.5;-4.0
GO:0019332;GO:0010219;-3.0;-3.5
GO:0015451;GO:0047044;-3.5;-4.0
GO:1903134;GO:0031807;-6.5;-6.5
GO:0017083;GO:0048818;-6.5;-7.0
GO:0035881;GO:1903100;-4.0;-4.0
GO:0061812;GO:0072181;-5.5;-5.5
GO:0090510;GO:0048495;-3.5;-3.5
GO:0050376;GO:0035640;-3.5;-3.5
GO:0051663;GO:0004471;-4.0;-4.0
GO:0004451;GO:0014871;-5.5;-6.5
GO:0035560;GO:1901440;-4.0;-4.0
GO:1903982;GO:1903980;-3.5;-3.5
GO:1900157;GO:2000710;-3.5;-4.0
GO:0052936;GO:1900407;-5.5;-5.5
GO:0019408;GO:0031436;-5.5;-6.0
GO:1904003;GO:2000684;-0.5;-0.5
GO:0034397;GO:0140132;-3.5;-3.5
GO:0018909;GO:1990220;-4.0;-4.0
GO:0014002;GO:0035181;-3.0;-3.5
GO:0052749;GO:0072638;-5.0;-5.0
GO:0060983;GO:0052827;-6.0;-6.5
GO:0050580;GO:0030992;-3.5;-3.5
GO:1903142;GO:0110063;-3.0;-3.0
GO:0090741;GO:0036387;-3.0;-3.0
GO:1904703;GO:0018558;-5.0;-5.0
GO:0031648;GO:0031875;-5.0;-5.0
GO:0046839;GO:0047440;-5.0;-5.0
GO:1902682;GO:0061408;-3.0;-4.0
GO:0043874;GO:1905431;-5.0;-5.5
GO:0034145;GO:1904923;-3.5;-4.5
GO:0008537;GO:0044097;-3.0;-3.0
GO:0007499;GO:1902520;-2.5;-2.5
GO:1903551;GO:0048798;-3.5;-3.5
GO:0019938;GO:0031322;-2.5;-4.0
GO:0018497;GO:1901914;-5.0;-5.0
GO:0050047;GO:1905175;-5.0;-5.0
GO:0036257;GO:0070508;-3.5;-6.5
GO:1990172;GO:0045734;-2.5;-3.0
GO:0033487;GO:1902231;-4.0;-4.5
GO:0004427;GO:1902739;-5.5;-5.5
GO:0042547;GO:0010433;-3.0;-3.5
GO:0051619;GO:0002184;-5.5;-6.5
GO:0004161;GO:0061546;-6.0;-6.0
GO:0001819;GO:0002751;-2.5;-3.5
GO:1903077;GO:0048027;-5.5;-6.5
GO:0047107;GO:1902386;-6.0;-6.0
GO:2000134;GO:0018719;-5.0;-6.5
GO:0070807;GO:0150201;-1.0;-1.0
GO:1901830;GO:0010468;-3.0;-4.0
GO:0042066;GO:0102076;-5.0;-5.0
GO:0071100;GO:0070888;-6.0;-6.0
GO:0050788;GO:0071712;-3.5;-4.0
GO:0072094;GO:0032352;-2.0;-2.0
GO:1901093;GO:0047513;-7.5;-7.5
GO:0060051;GO:1905799;-2.5;-3.0
GO:0048578;GO:0060574;-3.5;-4.5
GO:0030562;GO:0090332;-5.0;-5.0
GO:0032471;GO:0016157;-6.5;-7.5
GO:1990092;GO:0071225;-3.5;-4.5
GO:0033045;GO:0150044;-1.0;-1.0
GO:0031466;GO:0050304;-5.5;-5.5
GO:0052677;GO:0036149;-6.0;-6.0
GO:0002220;GO:0048791;-3.0;-3.5
GO:0036117;GO:1900304;-3.5;-3.5
GO:0019700;GO:0004013;-5.0;-5.0
GO:0042596;GO:0070561;-2.5;-2.5
GO:1901647;GO:0044351;-3.0;-4.5
GO:1900770;GO:0071373;-4.0;-4.0
GO:1904831;GO:1902941;-3.5;-4.5
GO:0015789;GO:0062227;-4.0;-4.5
GO:0061441;GO:0016573;-4.0;-5.5
GO:0003392;GO:0046666;-1.5;-1.5
GO:0007442;GO:0009294;-2.5;-2.5
GO:0045371;GO:1905895;-2.0;-2.5
GO:0102999;GO:1901194;-6.0;-6.0
GO:0018059;GO:0070553;-6.0;-6.5
GO:0034777;GO:0030832;-5.5;-5.5
GO:0036156;GO:0090032;-5.5;-6.0
GO:0015016;GO:1902282;-5.5;-6.0
GO:0060898;GO:0015087;-6.0;-6.0
GO:0031528;GO:0010420;-5.5;-5.5
GO:1990229;GO:0003242;-3.5;-3.5
GO:0035791;GO:0090080;-1.0;-1.0
GO:1901235;GO:0005851;-3.0;-3.0
GO:0032835;GO:0043273;-4.0;-5.0
GO:0018668;GO:0089721;-3.5;-3.5
GO:0090489;GO:0033588;-3.5;-3.5
GO:1900677;GO:0042541;-3.0;-5.5
GO:0090044;GO:1900641;-3.0;-3.5
GO:0006229;GO:0034212;-7.5;-7.5
GO:0071652;GO:0072237;-4.5;-5.0
GO:0090305;GO:0070114;-4.5;-5.5
GO:0005337;GO:1904381;-5.0;-5.0
GO:0035799;GO:0002165;-2.5;-2.5
GO:1990410;GO:0009405;-2.5;-2.5
GO:0022005;GO:0009818;-2.0;-2.5
GO:0035382;GO:0036021;-4.5;-4.5
GO:1902602;GO:0018059;-4.5;-4.5
GO:0008843;GO:0010373;-6.0;-6.0
GO:0005762;GO:0070753;-3.0;-3.0
GO:0004665;GO:0022608;-3.5;-3.5
GO:0000726;GO:0006793;-1.5;-1.5
GO:0030281;GO:0008855;-3.0;-3.0
GO:0051396;GO:0052055;-1.0;-1.0
GO:0018096;GO:2000361;-4.0;-5.0
GO:1904162;GO:0034003;-4.0;-5.0
GO:0071242;GO:0033699;-6.0;-6.0
GO:0030533;GO:0035595;-2.5;-2.5
GO:1901686;GO:0036394;-3.0;-3.0
GO:1900032;GO:1902480;-3.5;-5.0
GO:0102247;GO:0034254;-5.5;-5.5
GO:0042953;GO:0072043;-2.5;-3.0
GO:0061364;GO:0004355;-4.5;-4.5
GO:0007033;GO:0046563;-5.0;-5.0
GO:0031124;GO:0140058;-5.0;-6.5
GO:1902776;GO:0102830;-4.5;-4.5
GO:0072003;GO:0039008;-2.5;-3.0
GO:0010269;GO:0071977;-3.0;-3.0
GO:0019213;GO:0006081;-3.0;-3.0
GO:0031803;GO:1901625;-6.0;-6.0
GO:0030655;GO:0002570;-3.5;-3.5
GO:0061867;GO:0017077;-4.0;-4.0
GO:0000419;GO:0051765;-5.5;-6.5
GO:0006527;GO:0035915;-3.5;-4.5
GO:1905605;GO:0016445;-3.0;-3.0
GO:0046785;GO:0008388;-4.5;-4.5
GO:0034716;GO:0019339;-2.5;-2.5
GO:0060289;GO:0010222;-3.5;-4.5
GO:0099641;GO:1901070;-4.0;-5.5
GO:0097417;GO:0048392;-4.0;-4.0
GO:0050509;GO:0000253;-3.5;-3.5
GO:0098929;GO:0048003;-4.0;-4.0
GO:1905616;GO:0046115;-4.5;-7.0
GO:0047115;GO:1905185;-4.5;-4.5
GO:0033228;GO:2000806;-4.0;-6.0
GO:1900002;GO:0051721;-6.0;-6.0
GO:0015694;GO:0093002;-4.0;-4.5
GO:0016216;GO:0097340;-6.0;-7.0
GO:2000417;GO:0048009;-3.0;-4.0
GO:0015715;GO:0030167;-3.5;-4.5
GO:0090660;GO:0050631;-4.5;-4.5
GO:0070394;GO:0052089;-3.0;-4.0
GO:0016835;GO:1903347;-5.0;-5.0
GO:1904730;GO:0090175;-2.0;-2.5
GO:0003384;GO:0017090;-4.5;-4.5
GO:0071075;GO:1903842;-3.0;-3.0
GO:0010810;GO:0032181;-7.0;-7.0
GO:0050033;GO:0061413;-5.0;-6.0
GO:1990849;GO:0102645;-4.5;-4.5
GO:0032517;GO:0006907;-3.0;-3.0
GO:0002860;GO:0018284;-4.5;-6.0
GO:0050059;GO:0033885;-2.0;-3.5
GO:1902068;GO:1905626;-1.5;-1.5
GO:0060197;GO:0046866;-4.0;-5.0
GO:0038033;GO:1903349;-6.0;-6.0
GO:1903377;GO:0033067;-4.5;-5.0
GO:0008745;GO:0043731;-2.0;-2.0
GO:0050927;GO:0003050;-4.0;-4.5
GO:0106094;GO:0015936;-4.5;-4.5
GO:0003322;GO:0075278;-4.0;-5.5
GO:1905494;GO:0048065;-5.0;-5.0
GO:0003152;GO:0048784;-3.5;-3.5
GO:1901650;GO:0048775;-2.0;-2.0
GO:0002337;GO:0089700;-4.5;-4.5
GO:0001788;GO:0002340;-2.0;-2.0
GO:0045531;GO:0006499;-4.5;-6.0
GO:0097334;GO:0102216;-5.0;-5.0
GO:0036157;GO:1902906;-5.5;-6.5
GO:0010458;GO:0120010;-2.0;-3.5
GO:2000741;GO:0019048;-2.5;-4.5
GO:0042451;GO:0042233;-0.5;-0.5
GO:0002453;GO:2000238;-4.5;-4.5
GO:0035898;GO:0043020;-5.0;-5.5
GO:0017189;GO:0030281;-4.0;-4.0
GO:0045162;GO:0045947;-2.5;-6.0
GO:0033350;GO:0047145;-6.0;-6.0
GO:0042890;GO:0097530;-4.5;-5.0
GO:0016784;GO:0036100;-5.5;-5.5
GO:0150034;GO:0031998;-3.5;-4.0
GO:0044847;GO:0032912;-3.5;-5.0
GO:0021850;GO:0006314;-2.5;-3.0
GO:0050368;GO:0045712;-5.5;-5.5
GO:0045056;GO:0047522;-4.0;-4.0
GO:0045261;GO:0071045;-5.5;-6.5
GO:0047254;GO:0015155;-3.5;-5.0
GO:2000849;GO:0048527;-4.5;-5.0
GO:0048365;GO:0071088;-5.0;-6.0
GO:1903635;GO:0052494;-4.0;-5.0
GO:0033120;GO:0044592;-4.0;-5.0
GO:0060902;GO:1990965;-5.0;-5.0
GO:0030233;GO:1902533;-5.5;-5.5
GO:1902621;GO:0140448;-1.0;-1.0
GO:0102842;GO:2000514;-5.5;-6.5
GO:0001001;GO:0060994;-5.0;-7.0
GO:0007599;GO:0060840;-2.5;-3.0
GO:0042020;GO:0070900;-5.0;-6.0
GO:0031679;GO:0031319;-5.0;-5.0
GO:0061932;GO:0102856;-5.0;-5.0
GO:0004144;GO:1902715;-6.5;-6.5
GO:0002564;GO:0043436;-3.0;-3.0
GO:0050266;GO:0005835;-3.5;-3.5
GO:1990355;GO:0016145;-2.5;-2.5
GO:0120170;GO:0070504;-4.0;-4.0
GO:0042077;GO:0032217;-4.5;-5.0
GO:0031414;GO:0031944;-5.5;-6.0
GO:0021813;GO:0080012;-5.5;-5.5
GO:0009957;GO:0035932;-3.0;-3.0
GO:0048229;GO:0001797;-4.5;-5.0
GO:0102433;GO:0061198;-4.0;-4.0
GO:0102811;GO:1905679;-5.0;-6.0
GO:0006578;GO:0021991;-3.5;-3.5
GO:0009815;GO:2000755;-5.5;-6.0
GO:0001918;GO:0032596;-4.0;-4.0
GO:0061837;GO:0032371;-2.5;-3.5
GO:0070488;GO:1905381;-3.5;-6.5
GO:2000970;GO:0005090;-3.5;-3.5
GO:0103037;GO:1905784;-6.5;-7.5
GO:0004057;GO:0019803;-5.0;-5.5
GO:0035502;GO:0102569;-4.5;-4.5
GO:0050949;GO:0043596;-5.0;-5.0
GO:0050433;GO:0001515;-5.0;-5.0
GO:0045863;GO:0017187;-3.5;-5.5
GO:1904859;GO:0051393;-5.5;-5.5
GO:0071337;GO:0002739;-2.0;-2.0
GO:1905219;GO:2001070;-4.5;-5.0
GO:0072252;GO:1900494;-4.0;-5.0
GO:1904139;GO:0033230;-6.0;-6.0
GO:0046479;GO:0043552;-4.0;-5.5
GO:0070740;GO:0015735;-4.5;-4.5
GO:1905169;GO:0043658;-5.5;-6.0
GO:0048074;GO:0052701;-3.5;-3.5
GO:2000397;GO:2000961;-3.0;-3.0
GO:0070832;GO:0003959;-5.0;-5.0
GO:0004355;GO:0015196;-4.5;-4.5
GO:0061617;GO:0033235;-5.5;-6.5
GO:1905587;GO:0044817;-5.0;-5.0
GO:0046369;GO:0038056;-5.0;-5.0
GO:0071511;GO:1904967;-2.5;-3.0
GO:1900280;GO:0044678;-5.0;-5.0
GO:0050908;GO:1904087;-4.0;-4.5
GO:0045424;GO:0072291;-4.5;-6.0
GO:0031898;GO:0035886;-5.0;-5.5
GO:0019568;GO:0000941;-4.5;-4.5
GO:0102105;GO:0051949;-5.5;-5.5
GO:1902010;GO:0098647;-5.5;-5.5
GO:0006209;GO:0102154;-5.0;-5.0
GO:2000846;GO:0009069;-3.0;-4.5
GO:0030128;GO:0102917;-5.5;-5.5
GO:0098588;GO:1904297;-4.5;-4.5
GO:0006187;GO:0046244;-3.0;-3.0
GO:1904561;GO:0046320;-3.5;-5.0
GO:2000102;GO:1905928;-1.5;-1.5
GO:1902923;GO:0033065;-4.5;-4.5
GO:0120079;GO:0061848;-4.5;-4.5
GO:1990571;GO:0007563;-3.0;-3.5
GO:0044732;GO:0060087;-5.0;-5.0
GO:0030586;GO:0102383;-3.0;-3.0
GO:0015182;GO:0090166;-5.0;-5.0
GO:0009663;GO:0022849;-6.0;-6.0
GO:0016567;GO:0051340;-4.0;-5.0
GO:0052787;GO:1901229;-4.0;-5.5
GO:0102496;GO:0006086;-5.0;-6.0
GO:0140438;GO:0035285;-4.5;-5.0
GO:0004415;GO:1990127;-5.5;-6.0
GO:1901124;GO:2000007;-3.5;-4.5
GO:0098840;GO:0047173;-5.0;-5.5
GO:0032079;GO:0052104;-3.0;-3.5
GO:1902870;GO:0150050;-6.5;-7.0
GO:0080016;GO:1990401;-4.0;-4.0
GO:0018222;GO:0030148;-2.0;-3.0
GO:0072438;GO:0039511;-5.5;-5.5
GO:0019557;GO:0010383;-2.0;-2.5
GO:0051363;GO:0009709;-2.5;-3.0
GO:0009008;GO:0000026;-2.0;-2.5
GO:0042823;GO:0002858;-4.0;-5.0
GO:0032617;GO:0097365;-5.5;-6.0
GO:0007259;GO:0035615;-4.5;-4.5
GO:0098990;GO:0102854;-5.5;-5.5
GO:0008252;GO:0140225;-3.5;-4.0
GO:0043189;GO:0016321;-5.0;-5.5
GO:0098519;GO:1903926;-5.0;-5.5
GO:0046108;GO:2000250;-5.0;-6.0
GO:0044878;GO:1903473;-2.5;-2.5
GO:0035979;GO:1904407;-4.5;-5.0
GO:0034302;GO:0070288;-3.5;-3.5
GO:0070244;GO:0007355;-3.5;-7.0
GO:0016620;GO:0072536;-4.0;-4.0
GO:0072740;GO:0052785;-4.5;-5.0
GO:0051384;GO:2001066;-4.0;-4.5
GO:0017058;GO:0032579;-3.0;-3.0
GO:0042227;GO:0098569;-4.0;-4.0
GO:0090417;GO:0102769;-4.5;-5.0
GO:1905178;GO:0090422;-4.5;-4.5
GO:1903523;GO:0062229;-1.0;-1.5
GO:1902959;GO:0102104;-6.0;-6.0
GO:0009207;GO:0061205;-3.5;-4.5
GO:0099069;GO:0045638;-3.0;-4.0
GO:1990002;GO:0044658;-5.0;-5.5
GO:0050095;GO:0033996;-2.0;-2.0
GO:2000491;GO:0009454;-3.0;-4.0
GO:1901398;GO:1905674;-2.5;-3.5
GO:0030735;GO:0002136;-6.5;-7.5
GO:0047903;GO:1902122;-3.5;-3.5
GO:0016592;GO:0015175;-3.5;-4.0
GO:0046851;GO:0015870;-2.5;-4.5
GO:0004474;GO:0070573;-3.5;-4.0
GO:0030834;GO:0047615;-4.5;-6.0
GO:0004698;GO:1905568;-5.0;-5.5
GO:0031481;GO:0006219;-6.0;-6.0
GO:0039720;GO:0099637;-5.0;-5.5
GO:0046546;GO:0034837;-4.0;-4.0
GO:0031086;GO:1900820;-2.0;-2.0
GO:0062055;GO:0050500;-6.0;-6.0
GO:0017005;GO:0070087;-3.0;-3.0
GO:0071185;GO:0060607;-4.5;-4.5
GO:0002609;GO:0003208;-4.5;-4.5
GO:0046383;GO:0034230;-2.5;-2.5
GO:0018424;GO:0052653;-2.5;-2.5
GO:0006886;GO:1904820;-2.5;-3.0
GO:0098654;GO:0001784;-3.5;-3.5
GO:0002465;GO:1904207;-4.0;-4.0
GO:2000452;GO:0022852;-7.0;-7.0
GO:0005819;GO:0035074;-3.5;-3.5
GO:0102720;GO:0071917;-3.5;-3.5
GO:0044197;GO:1990487;-5.0;-5.0
GO:0005715;GO:0097659;-4.5;-4.5
GO:0046294;GO:0006113;-1.0;-2.0
GO:0032088;GO:0033290;-4.5;-4.5
GO:0018616;GO:0008990;-3.5;-3.5
GO:1903692;GO:0045068;-3.5;-3.5
GO:0043223;GO:0031447;-6.0;-6.5
GO:0000911;GO:0006203;-4.0;-4.0
GO:0018553;GO:0019155;-1.5;-1.5
GO:1904953;GO:0032510;-2.5;-3.0
GO:0035474;GO:0071466;-2.0;-2.5
GO:0097589;GO:1901756;-4.0;-4.0
GO:0051554;GO:2001259;-3.5;-4.0
GO:1904977;GO:0102074;-5.0;-6.0
GO:0002570;GO:1904415;-3.5;-3.5
GO:0043682;GO:0030255;-5.0;-5.0
GO:0010674;GO:0042837;-3.5;-3.5
GO:0048626;GO:0051764;-2.5;-3.0
GO:0060091;GO:1900827;-5.0;-5.0
GO:0033658;GO:0098032;-6.5;-6.5
GO:0018361;GO:2000871;-4.5;-5.0
GO:0000280;GO:0008800;-4.5;-5.5
GO:1900104;GO:2001075;-2.0;-2.5
GO:0048764;GO:1904242;-3.0;-3.5
GO:0072726;GO:0014072;0.0;0.0
GO:0048733;GO:0021649;-2.5;-2.5
GO:0046437;GO:0008313;-6.5;-6.5
GO:0047464;GO:0031765;-5.0;-5.0
GO:0017041;GO:0002241;-4.5;-4.5
GO:1901324;GO:0008031;-5.5;-5.5
GO:0008480;GO:0032060;-5.0;-6.0
GO:0035732;GO:0098914;-2.0;-2.0
GO:0005134;GO:0031324;-5.0;-5.0
GO:0102557;GO:0047448;-3.0;-3.0
GO:0102797;GO:0014725;-6.0;-6.0
GO:0018038;GO:0102574;-5.5;-6.5
GO:0006590;GO:0046459;-1.5;-2.0
GO:0085016;GO:1900267;-3.5;-4.0
GO:0004659;GO:1904854;-2.5;-2.5
GO:1901815;GO:0035903;-2.5;-2.5
GO:2000526;GO:0004583;-6.0;-7.0
GO:1903361;GO:0071287;-3.5;-4.0
GO:0061047;GO:0036030;-5.0;-5.5
GO:0048720;GO:1905765;-4.0;-4.0
GO:0030242;GO:2000838;-3.5;-4.0
GO:0098842;GO:0015695;-6.5;-6.5
GO:0010457;GO:0045716;-3.0;-4.0
GO:0034660;GO:0003295;-3.5;-3.5
GO:1990430;GO:0021640;-4.5;-4.5
GO:0046487;GO:0070066;-4.0;-4.0
GO:1905819;GO:0010916;-2.0;-2.0
GO:0002175;GO:0045974;-1.0;-5.0
GO:0018989;GO:0070192;-2.0;-2.0
GO:1903857;GO:0004895;-4.5;-4.5
GO:0009063;GO:0098819;-3.0;-3.5
GO:0035543;GO:0050147;-5.5;-5.5
GO:0009539;GO:0046644;-5.0;-5.5
GO:0002913;GO:2000203;-3.0;-3.5
GO:1900868;GO:0047722;-5.5;-5.5
GO:0045313;GO:1901030;-3.0;-3.5
GO:0097603;GO:0002357;-4.5;-4.5
GO:0034569;GO:0102764;-1.0;-1.0
GO:0102359;GO:1905626;-5.5;-5.5
GO:0048736;GO:0033518;-3.0;-3.0
GO:0042149;GO:0030026;-3.0;-4.5
GO:0043957;GO:0042634;-4.5;-4.5
GO:0007154;GO:0017174;-4.0;-4.0
GO:0008313;GO:0035683;-6.0;-6.0
GO:0004350;GO:1902710;-4.0;-4.0
GO:0052717;GO:0048384;-5.0;-5.0
GO:0150131;GO:1990637;-4.5;-4.5
GO:0047136;GO:0009074;-5.0;-5.0
GO:0018496;GO:1905191;-5.5;-6.0
GO:0030840;GO:1902240;-3.5;-4.0
GO:1902883;GO:0032897;-1.0;-1.0
GO:0002010;GO:0045930;-3.5;-4.5
GO:0046962;GO:0030604;-3.5;-4.5
GO:0071507;GO:0030294;-4.0;-4.5
GO:1902671;GO:0030809;-5.5;-5.5
GO:0072413;GO:1902117;-2.5;-2.5
GO:0101014;GO:0034517;-5.0;-5.0
GO:0021691;GO:0021968;-3.0;-3.5
GO:0022010;GO:0060622;-4.0;-5.0
GO:0048482;GO:0010779;-2.0;-2.0
GO:0007195;GO:0021613;-3.5;-4.0
GO:0031338;GO:0031708;-6.0;-6.0
GO:0090184;GO:1900120;-1.5;-3.0
GO:0044481;GO:0033993;-3.0;-3.0
GO:0032310;GO:0009910;-2.5;-3.5
GO:0021575;GO:0046686;-3.0;-3.0
GO:0060546;GO:2001271;-1.5;-1.5
GO:1904991;GO:0048038;-5.0;-5.0
GO:0098546;GO:0003836;-3.5;-3.5
GO:0051721;GO:0021792;-5.5;-6.0
GO:0052869;GO:0033218;-2.5;-2.5
GO:0032168;GO:0043511;-2.5;-4.0
GO:2000851;GO:1900263;-3.5;-4.5
GO:0031671;GO:2001309;-2.5;-2.5
GO:0031316;GO:0070029;-3.0;-3.0
GO:1903711;GO:1905346;-3.0;-3.5
GO:0038157;GO:0044533;-3.5;-3.5
GO:0046448;GO:0018216;-2.0;-2.0
GO:0032899;GO:0051013;-3.0;-3.0
GO:0050168;GO:1903977;-5.5;-6.0
GO:0044865;GO:0043769;-5.0;-5.0
GO:0016706;GO:0046221;-4.5;-4.5
GO:0050340;GO:2001168;-6.5;-8.0
GO:0008193;GO:1901699;-5.5;-5.5
GO:1900383;GO:0006325;-2.0;-4.0
GO:2000116;GO:0010297;-5.5;-5.5
GO:0035448;GO:0048813;-5.0;-5.5
GO:0016556;GO:0090013;-3.5;-5.0
GO:0044873;GO:0042653;-4.5;-4.5
GO:1901383;GO:0060645;-4.5;-5.5
GO:0046411;GO:0050284;-5.5;-5.5
GO:0047880;GO:0102664;-2.5;-2.5
GO:0061058;GO:1901937;-3.5;-4.0
GO:0052366;GO:0033583;-5.0;-5.0
GO:0003131;GO:0002026;-2.0;-2.0
GO:0008033;GO:2001025;-3.5;-5.5
GO:0090173;GO:0102198;-5.0;-5.0
GO:0046101;GO:0005158;-4.0;-4.0
GO:0018968;GO:0035312;-5.0;-5.0
GO:1905590;GO:0071353;-3.5;-3.5
GO:0071510;GO:1904122;-2.5;-3.0
GO:0002613;GO:0045040;-3.5;-4.5
GO:0032203;GO:0071421;-3.5;-4.0
GO:0031288;GO:0033148;-4.0;-4.0
GO:0000328;GO:0047705;-5.5;-5.5
GO:1900337;GO:0150015;-6.0;-6.0
GO:0048174;GO:0043618;-2.5;-4.5
GO:0019785;GO:0070631;-4.5;-5.0
GO:0070653;GO:0046736;-6.5;-6.5
GO:0030994;GO:2000354;-3.5;-4.5
GO:0071603;GO:0042287;-4.5;-4.5
GO:0006703;GO:0017111;-4.0;-5.0
GO:0031927;GO:0031330;-5.0;-5.5
GO:2000082;GO:0010440;-2.5;-3.5
GO:0052201;GO:1903204;-3.5;-4.5
GO:0035981;GO:0016095;-4.0;-4.0
GO:0032165;GO:0006884;-5.0;-5.5
GO:0048905;GO:0072297;-3.5;-4.5
GO:0010331;GO:0033580;-4.5;-4.5
GO:1902484;GO:1901221;-4.0;-5.0
GO:0010595;GO:0000041;-4.5;-5.5
GO:0009505;GO:0140260;-3.5;-3.5
GO:0071141;GO:0014872;-2.5;-2.5
GO:0033727;GO:0015944;-3.5;-3.5
GO:0051501;GO:2001313;-1.5;-1.5
GO:0004687;GO:0060667;-5.0;-5.5
GO:0090515;GO:0006249;-4.5;-4.5
GO:0102205;GO:0071162;-4.5;-4.5
GO:0071652;GO:1903326;-1.5;-2.0
GO:0031536;GO:1901242;-5.5;-6.0
GO:2000094;GO:0032006;-2.0;-3.5
GO:0046324;GO:0060559;-3.0;-3.0
GO:0045185;GO:0039613;-2.5;-3.5
GO:0009521;GO:0072130;-3.5;-3.5
GO:0032045;GO:0031371;-1.0;-1.0
GO:0090667;GO:0044380;-3.0;-4.0
GO:0033695;GO:0140107;-3.0;-4.5
GO:0045657;GO:0102838;-6.0;-6.5
GO:0120072;GO:0048216;-4.0;-4.0
GO:0016675;GO:0061645;-2.5;-2.5
GO:0060252;GO:1900071;-2.5;-3.5
GO:0004980;GO:0036410;-7.0;-7.5
GO:0035684;GO:1904667;-5.0;-5.0
GO:0009921;GO:0090667;-4.5;-4.5
GO:0018330;GO:0044751;-4.5;-5.0
GO:1902903;GO:0000784;-4.5;-4.5
GO:0070139;GO:0140445;-5.5;-6.0
GO:0008930;GO:0010597;-6.0;-6.0
GO:0042852;GO:0016114;-2.5;-3.5
GO:0070504;GO:0045923;-3.5;-4.5
GO:0061079;GO:0010459;-2.0;-2.5
GO:0052723;GO:0099152;-4.5;-4.5
GO:0002804;GO:1903108;-2.5;-3.5
GO:0005297;GO:0044657;-6.0;-6.5
GO:2000361;GO:1990425;-5.0;-5.0
GO:0032965;GO:0090733;-4.5;-4.5
GO:0032058;GO:0044820;-4.5;-4.5
GO:0102139;GO:0009340;-4.0;-4.0
GO:0038014;GO:0014005;-4.0;-4.0
GO:0102302;GO:0120001;-5.0;-5.0
GO:0047465;GO:0046867;-6.0;-7.0
GO:1904047;GO:0042439;-3.5;-3.5
GO:0097361;GO:0046886;-4.0;-4.0
GO:0030351;GO:0047316;-4.0;-5.0
GO:1903449;GO:1903541;-3.0;-4.0
GO:0043715;GO:0120134;-3.5;-3.5
GO:0102391;GO:0044858;-6.5;-6.5
GO:0043640;GO:0048627;-3.0;-3.0
GO:0047769;GO:0046367;-5.5;-5.5
GO:0016765;GO:0004757;-2.0;-2.0
GO:0008758;GO:0036206;-5.0;-6.0
GO:0044327;GO:0032692;-3.5;-4.0
GO:0080163;GO:1902356;-4.5;-5.0
GO:0010665;GO:0007066;-4.0;-5.0
GO:0034476;GO:1905028;-5.5;-7.0
GO:0103009;GO:0042235;-5.0;-5.0
GO:0061333;GO:0018830;-4.5;-4.5
GO:0006955;GO:0071875;-2.0;-2.0
GO:0008314;GO:0006414;-4.0;-4.5
GO:0062061;GO:0150014;-5.0;-5.0
GO:0098957;GO:0050568;-6.0;-6.0
GO:0106161;GO:0005469;-6.0;-7.0
GO:1905624;GO:0034023;-4.5;-4.5
GO:0071971;GO:0097723;-1.5;-3.5
GO:0050522;GO:0035846;-4.0;-4.0
GO:0008832;GO:0042928;-6.0;-6.0
GO:0072524;GO:0046077;-1.5;-1.5
GO:0015495;GO:0052053;-5.0;-5.0
GO:0071105;GO:1903812;-4.5;-4.5
GO:0010254;GO:0044187;-4.5;-4.5
GO:0019907;GO:0006528;-4.0;-4.0
GO:0034901;GO:1905101;-5.5;-5.5
GO:0097696;GO:0120107;-3.0;-3.0
GO:1905399;GO:1902023;-3.0;-6.5
GO:1904651;GO:0090058;-5.0;-6.0
GO:0007426;GO:2000268;-4.0;-4.0
GO:0003030;GO:0005159;-4.0;-4.0
GO:0033567;GO:0047494;-5.0;-5.0
GO:1905781;GO:0001965;-4.5;-4.5
GO:0046660;GO:0002927;-2.5;-2.5
GO:0048584;GO:0045328;-3.0;-5.0
GO:0009853;GO:0047639;-4.5;-4.5
GO:0001550;GO:0046676;-3.0;-3.5
GO:1900498;GO:0047392;-5.5;-6.5
GO:1903607;GO:0032328;-4.5;-5.0
GO:0021838;GO:0070981;-2.0;-2.0
GO:0015130;GO:0048387;-5.5;-5.5
GO:0070294;GO:1902576;-3.5;-5.0
GO:0045990;GO:0051265;-5.5;-6.0
GO:0043020;GO:0045267;-0.5;-0.5
GO:0010170;GO:1904290;-5.5;-6.5
GO:0120105;GO:0044389;-3.0;-3.0
GO:0004833;GO:1990703;-5.5;-5.5
GO:0047817;GO:0050173;-3.5;-3.5
GO:0006538;GO:0044093;-2.5;-4.0
GO:1901567;GO:1903837;-4.0;-4.0
